"Inst Time","Flow (gpm)"
08/13/2017 09:30 AM,901.61083984375
08/13/2017 09:45 AM,901.61083984375
08/13/2017 10:00 AM,901.61083984375
08/13/2017 10:15 AM,901.61083984375
08/13/2017 10:30 AM,895.702026367188
08/13/2017 10:45 AM,889.253845214844
08/13/2017 11:00 AM,898.212585449219
08/13/2017 11:15 AM,879.014709472656
08/13/2017 11:30 AM,867.557861328125
08/13/2017 11:45 AM,867.557861328125
08/13/2017 12:00 PM,874.849365234375
08/13/2017 12:15 PM,874.849365234375
08/13/2017 12:30 PM,879.361511230469
08/13/2017 12:45 PM,879.361511230469
08/13/2017 01:00 PM,878.127990722656
08/13/2017 01:15 PM,867.083801269531
08/13/2017 01:30 PM,847.840148925781
08/13/2017 01:45 PM,840.267272949219
08/13/2017 02:00 PM,820.701538085938
08/13/2017 02:15 PM,817.8935546875
08/13/2017 02:30 PM,813.448486328125
08/13/2017 02:45 PM,801.447631835938
08/13/2017 03:00 PM,801.447631835938
08/13/2017 03:15 PM,801.447631835938
08/13/2017 03:30 PM,802.863159179688
08/13/2017 03:45 PM,801.034057617188
08/13/2017 04:00 PM,801.034057617188
08/13/2017 04:15 PM,790.022766113281
08/13/2017 04:30 PM,782.665100097656
08/13/2017 04:45 PM,782.665100097656
08/13/2017 05:00 PM,782.665100097656
08/13/2017 05:15 PM,786.654968261719
08/13/2017 05:30 PM,779.777282714844
08/13/2017 05:45 PM,779.777282714844
08/13/2017 06:00 PM,771.113098144531
08/13/2017 06:15 PM,771.113098144531
08/13/2017 06:30 PM,776.780212402344
08/13/2017 06:45 PM,798.988586425781
08/13/2017 07:00 PM,822.882263183594
08/13/2017 07:15 PM,822.882263183594
08/13/2017 07:30 PM,822.882263183594
08/13/2017 07:45 PM,790.937255859375
08/13/2017 08:00 PM,777.755004882813
08/13/2017 08:15 PM,777.755004882813
08/13/2017 08:30 PM,791.834594726563
08/13/2017 08:45 PM,782.02685546875
08/13/2017 09:00 PM,802.637634277344
08/13/2017 09:15 PM,802.637634277344
08/13/2017 09:30 PM,778.3388671875
08/13/2017 09:45 PM,780.588928222656
08/13/2017 10:00 PM,777.594909667969
08/13/2017 10:15 PM,777.594909667969
08/13/2017 10:30 PM,764.585510253906
08/13/2017 10:45 PM,741.343322753906
